CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF
8233;4211900;PALHOÇA;Palhoça;SC
8235;4212007;PALMA SOLA;Palma Sola;SC
8237;4212106;PALMITOS;Palmitos;SC
8239;4212205;PAPANDUVA;Papanduva;SC
8241;4212304;PAULO LOPES;Paulo Lopes;SC
8243;4212403;PEDRAS GRANDES;Pedras Grandes;SC
8245;4212502;PENHA;Penha;SC
8247;4212601;PERITIBA;Peritiba;SC
8249;4212700;PETROLÂNDIA;Petrolândia;SC
8251;4212809;BALNEÁRIO DE PIÇARRAS;Balneário Piçarras;SC
8253;4212908;PINHALZINHO;Pinhalzinho;SC
8255;4213005;PINHEIRO PRETO;Pinheiro Preto;SC
8257;4213104;PIRATUBA;Piratuba;SC
8259;4213203;POMERODE;Pomerode;SC
8261;4213302;PONTE ALTA;Ponte Alta;SC
8263;4213401;PONTE SERRADA;Ponte Serrada;SC
8265;4213500;PORTO BELO;Porto Belo;SC
8267;4213609;PORTO UNIÃO;Porto União;SC
8269;4213708;POUSO REDONDO;Pouso Redondo;SC
8271;4213807;PRAIA GRANDE;Praia Grande;SC
8273;4213906;PRESIDENTE CASTELLO BRANCO;Presidente Castello Branco;SC
8275;4214003;PRESIDENTE GETÚLIO;Presidente Getúlio;SC
8277;4214102;PRESIDENTE NEREU;Presidente Nereu;SC
8279;4214201;QUILOMBO;Quilombo;SC
8281;4214300;RANCHO QUEIMADO;Rancho Queimado;SC
8283;4214409;RIO DAS ANTAS;Rio das Antas;SC
8285;4214508;RIO DO CAMPO;Rio do Campo;SC
8287;4214607;RIO DO OESTE;Rio do Oeste;SC
8289;4214706;RIO DOS CEDROS;Rio dos Cedros;SC
8291;4214805;RIO DO SUL;Rio do Sul;SC
8293;4214904;RIO FORTUNA;Rio Fortuna;SC
8295;4215000;RIO NEGRINHO;Rio Negrinho;SC
8297;4215109;RODEIO;Rodeio;SC
8299;4215208;ROMELÂNDIA;Romelândia;SC
8301;4215307;SALETE;Salete;SC
8303;4215406;SALTO VELOSO;Salto Veloso;SC
8305;4215505;SANTA CECÍLIA;Santa Cecília;SC
8307;4215604;SANTA ROSA DE LIMA;Santa Rosa de Lima;SC
8309;4215703;SANTO AMARO DA IMPERATRIZ;Santo Amaro da Imperatriz;SC
8311;4215802;SÃO BENTO DO SUL;São Bento do Sul;SC
8313;4215901;SÃO BONIFÁCIO;São Bonifácio;SC
8315;4216008;SÃO CARLOS;São Carlos;SC
8317;4216107;SÃO DOMINGOS;São Domingos;SC
8319;4216206;SÃO FRANCISCO DO SUL;São Francisco do Sul;SC
8321;4216305;SÃO JOÃO BATISTA;São João Batista;SC
8323;4216404;SÃO JOÃO DO SUL;São João do Sul;SC
8325;4216503;SÃO JOAQUIM;São Joaquim;SC
8327;4216602;SÃO JOSÉ;São José;SC
8329;4216701;SÃO JOSÉ DO CEDRO;São José do Cedro;SC
8331;4216800;SÃO JOSÉ DO CERRITO;São José do Cerrito;SC
8333;4216909;São Lourenço do Oeste;São Lourenço do Oeste;SC
8335;4217006;SÃO LUDGERO;São Ludgero;SC
8337;4217105;SÃO MARTINHO;São Martinho;SC
8339;4217204;SÃO MIGUEL DO OESTE;São Miguel do Oeste;SC
8341;4217303;SAUDADES;Saudades;SC
8343;4217402;SCHROEDER;Schroeder;SC
8345;4217501;SEARA;Seara;SC
8347;4217600;SIDERÓPOLIS;Siderópolis;SC
8349;4217709;SOMBRIO;Sombrio;SC
8351;4217808;TAIÓ;Taió;SC
8353;4217907;TANGARÁ;Tangará;SC
8355;4218004;TIJUCAS;Tijucas;SC
8357;4218202;TIMBÓ;Timbó;SC
8359;4218301;TRÊS BARRAS;Três Barras;SC
8361;4218400;TREZE DE MAIO;Treze de Maio;SC
8363;4218509;TREZE TÍLIAS;Treze Tílias;SC
8365;4218608;TROMBUDO CENTRAL;Trombudo Central;SC
8367;4218707;TUBARÃO;Tubarão;SC
8369;4218806;TURVO;Turvo;SC
8371;4218905;URUBICI;Urubici;SC
8373;4219002;URUSSANGA;Urussanga;SC
8375;4219101;VARGEÃO;Vargeão;SC
8377;4219200;VIDAL RAMOS;Vidal Ramos;SC
8379;4219309;VIDEIRA;Videira;SC
8381;4219408;WITMARSUM;Witmarsum;SC
8383;4219507;XANXERÊ;Xanxerê;SC
8385;4219606;XAVANTINA;Xavantina;SC
8387;4219705;XAXIM;Xaxim;SC
8389;4202503;BOM JARDIM DA SERRA;Bom Jardim da Serra;SC
8391;4210407;MARACAJÁ;Maracajá;SC
8393;4218103;TIMBÉ DO SUL;Timbé do Sul;SC
8395;4204558;CORREIA PINTO;Correia Pinto;SC
8397;4211751;OTACÍLIO COSTA;Otacílio Costa;SC
8399;4310439;IPÊ;Ipê;RS
8401;4309753;IBARAMA;Ibarama;RS
8403;4309555;HARMONIA;Harmonia;RS
8405;4309258;GUABIJU;Guabiju;RS
8407;4309050;GLORINHA;Glorinha;RS
8409;4308052;FAXINALZINHO;Faxinalzinho;RS
8411;4307864;FAGUNDES VARELA;Fagundes Varela;RS
8413;4307831;EUGÊNIO DE CASTRO;Eugênio de Castro;RS
8415;4307054;ERNESTINA;Ernestina;RS
8417;4306973;EREBANGO;Erebango;RS
8419;4306932;ENTRE IJUIS;Entre-Ijuís;RS
8421;4306957;ENTRE RIOS DO SUL;Entre Rios do Sul;RS
8423;4306767;ELDORADO DO SUL;Eldorado do Sul;RS
8425;4306734;DOUTOR MAURÍCIO CARDOSO;Doutor Maurício Cardoso;RS
8427;4306452;DOIS LAJEADOS;Dois Lajeados;RS
8429;4306353;DEZESSEIS DE NOVEMBRO;Dezesseis de Novembro;RS
8431;4306056;CRISTAL;Cristal;RS
8433;4305454;CIDREIRA;Cidreira;RS
8435;4305173;CERRO GRANDE DO SUL;Cerro Grande do Sul;RS
8437;4305157;CERRO GRANDE;Cerro Grande;RS
8439;4305132;CERRO BRANCO;Cerro Branco;RS
8441;4304952;CASEIROS;Caseiros;RS
8443;4304689;CAPELA DE SANTANA;Capela de Santana;RS
8445;4304101;CAMPOS BORGES;Campos Borges;RS
8447;4303558;CAMARGO;Camargo;RS
8449;4302659;BROCHIER;Brochier;RS
8451;4104451;CANTAGALO;Cantagalo;PR
8453;4127965;TURVO;Turvo;PR
8455;4100459;ALTAMIRA DO PARANÁ;Altamira do Paraná;PR
8457;4107751;FIGUEIRA;Figueira;PR
8459;4113759;LUNARDELLI;Lunardelli;PR
8461;4126256;SARANDI;Sarandi;PR
8463;4112959;JURANDA;Juranda;PR
8465;4107256;DOURADINA;Douradina;PR
8467;4124053;SANTA TEREZINHA DE ITAIPU;Santa Terezinha de Itaipu;PR
8469;4116059;MISSAL;Missal;PR
8471;4125456;SÃO JOSÉ DAS PALMEIRAS;São José das Palmeiras;PR
8473;4122651;ROSÁRIO DO IVAÍ;Rosário do Ivaí;PR
8475;4104055;CAMPO BONITO;Campo Bonito;PR
8477;4126652;SULINA;Sulina;PR
8479;4106555;CORUMBATAÍ DO SUL;Corumbataí do Sul;PR
8481;4113734;LUIZIANA;Luiziana;PR
8483;4302451;BOQUEIRÃO DO LEÃO;Boqueirão do Leão;RS
8485;4301651;BARÃO;Barão;RS
8487;4301552;ÁUREA;Áurea;RS
8489;4301057;ARROIO DO SAL;Arroio do Sal;RS
8491;4300661;ANDRÉ DA ROCHA;André da Rocha;RS
8493;4300638;AMARAL FERRADOR;Amaral Ferrador;RS
8495;4300554;ALTO ALEGRE;Alto Alegre;RS
8497;4300455;ALEGRIA;Alegria;RS
8499;4300059;ÁGUA SANTA;Água Santa;RS
8501;4300109;AGUDO;Agudo;RS
8503;4300208;AJURICABA;Ajuricaba;RS
8505;4300307;ALECRIM;Alecrim;RS
8507;4300406;ALEGRETE;Alegrete;RS
8509;4300505;ALPESTRE;Alpestre;RS
8511;4300604;ALVORADA;Alvorada;RS
8513;4300703;ANTA GORDA;Anta Gorda;RS
8515;4300802;ANTÔNIO PRADO;Antônio Prado;RS
8517;4300901;ARATIBA;Aratiba;RS
8519;4301008;ARROIO DO MEIO;Arroio do Meio;RS
8521;4301107;ARROIO DOS RATOS;Arroio dos Ratos;RS
8523;4301206;ARROIO DO TIGRE;Arroio do Tigre;RS
8525;4301305;ARROIO GRANDE;Arroio Grande;RS
8527;4301404;ARVOREZINHA;Arvorezinha;RS
8529;4301503;AUGUSTO PESTANA;Augusto Pestana;RS
8531;4301602;BAGÉ;Bagé;RS
8533;4301701;BARÃO DE COTEGIPE;Barão de Cotegipe;RS
8535;4301800;BARRACÃO;Barracão;RS
8537;4301909;BARRA DO RIBEIRO;Barra do Ribeiro;RS
8539;4302006;BARROS CASSAL;Barros Cassal;RS
8541;4302105;BENTO GONÇALVES;Bento Gonçalves;RS
8543;4302204;BOA VISTA DO BURICÁ;Boa Vista do Buricá;RS
8545;4302303;BOM JESUS;Bom Jesus;RS
8547;4302402;BOM RETIRO DO SUL;Bom Retiro do Sul;RS
8549;4302501;BOSSOROCA;Bossoroca;RS
8551;4302600;BRAGA;Braga;RS
8553;4302709;BUTIÁ;Butiá;RS
8555;4302808;CAÇAPAVA DO SUL;Caçapava do Sul;RS
8557;4302907;CACEQUI;Cacequi;RS
8559;4303004;CACHOEIRA DO SUL;Cachoeira do Sul;RS
8561;4303103;CACHOEIRINHA;Cachoeirinha;RS
8563;4303202;CACIQUE DOBLE;Cacique Doble;RS
8565;4303301;CAIBATÉ;Caibaté;RS
8567;4303400;CAIÇARA;Caiçara;RS
8569;4303509;CAMAQUÃ;Camaquã;RS
8571;4303608;CAMBARÁ DO SUL;Cambará do Sul;RS
8573;4303707;CAMPINA DAS MISSÕES;Campina das Missões;RS
8575;4303806;CAMPINAS DO SUL;Campinas do Sul;RS
8577;4303905;CAMPO BOM;Campo Bom;RS
8579;4304002;CAMPO NOVO;Campo Novo;RS
8581;4304200;CANDELÁRIA;Candelária;RS
8583;4304309;CÂNDIDO GODÓI;Cândido Godói;RS
8585;4304408;CANELA;Canela;RS
8587;4304507;CANGUÇU;Canguçu;RS
8589;4304606;CANOAS;Canoas;RS
8591;4304705;CARAZINHO;Carazinho;RS
8593;4304804;CARLOS BARBOSA;Carlos Barbosa;RS
8595;4304903;CASCA;Casca;RS
8597;4305009;CATUÍPE;Catuípe;RS
8599;4305108;CAXIAS DO SUL;Caxias do Sul;RS
8601;4305207;CERRO LARGO;Cerro Largo;RS
8603;4305306;CHAPADA;Chapada;RS
8605;4305405;CHIAPETTA;Chiapetta;RS
8607;4305504;CIRÍACO;Ciríaco;RS
8609;4305603;COLORADO;Colorado;RS
8611;4305702;CONDOR;Condor;RS
8613;4305801;CONSTANTINA;Constantina;RS
8615;4305900;CORONEL BICACO;Coronel Bicaco;RS
8617;4306007;CRISSIUMAL;Crissiumal;RS
8619;4306106;CRUZ ALTA;Cruz Alta;RS
8621;4306205;CRUZEIRO DO SUL;Cruzeiro do Sul;RS
8623;4306304;DAVID CANABARRO;David Canabarro;RS
8625;4306403;DOIS IRMÃOS;Dois Irmãos;RS
8627;4306502;DOM FELICIANO;Dom Feliciano;RS
8629;4306601;DOM PEDRITO;Dom Pedrito;RS
8631;4306700;DONA FRANCISCA;Dona Francisca;RS
8633;4306809;ENCANTADO;Encantado;RS
8635;4306908;ENCRUZILHADA DO SUL;Encruzilhada do Sul;RS
8637;4307005;ERECHIM;Erechim;RS
8639;4307104;HERVAL;Herval;RS
8641;4307203;ERVAL GRANDE;Erval Grande;RS
8643;4307302;ERVAL SECO;Erval Seco;RS
8645;4307401;ESMERALDA;Esmeralda;RS
8647;4307500;ESPUMOSO;Espumoso;RS
8649;4307609;ESTÂNCIA VELHA;Estância Velha;RS
8651;4307708;ESTEIO;Esteio;RS
8653;4307807;ESTRELA;Estrela;RS
8655;4307906;FARROUPILHA;Farroupilha;RS
8657;4308003;FAXINAL DO SOTURNO;Faxinal do Soturno;RS
8659;4308102;FELIZ;Feliz;RS
8661;4308201;FLORES DA CUNHA;Flores da Cunha;RS
8663;4308300;FONTOURA XAVIER;Fontoura Xavier;RS
8665;4308409;FORMIGUEIRO;Formigueiro;RS
8667;4308508;FREDERICO WESTPHALEN;Frederico Westphalen;RS
8669;4308607;GARIBALDI;Garibaldi;RS
8671;4308706;GAURAMA;Gaurama;RS
8673;4308805;GENERAL CÂMARA;General Câmara;RS
8675;4319802;SÃO VICENTE DO SUL;São Vicente do Sul;RS
8677;4308904;GETÚLIO VARGAS;Getúlio Vargas;RS
9359;5207907;FLORES DE GOIÁS;Flores de Goiás;GO
9361;5208004;FORMOSA;Formosa;GO
9363;5208103;FORMOSO;Formoso;GO
9365;1708205;FORMOSO DO ARAGUAIA;Formoso do Araguaia;TO
9367;5208400;GOIANÁPOLIS;Goianápolis;GO
9369;5208509;GOIANDIRA;Goiandira;GO
9371;5208608;GOIANÉSIA;Goianésia;GO
9373;5208707;GOIÂNIA;Goiânia;GO
9375;5208806;GOIANIRA;Goianira;GO
9377;5208905;GOIÁS;Goiás;GO
9379;5209101;GOIATUBA;Goiatuba;GO
9381;5209200;GUAPÓ;Guapó;GO
9383;5209408;GUARANI DE GOIÁS;Guarani de Goiás;GO
9385;1709500;GURUPI;Gurupi;TO
9387;5209606;HEITORAÍ;Heitoraí;GO
9389;5209705;HIDROLÂNDIA;Hidrolândia;GO
9391;5209804;HIDROLINA;Hidrolina;GO
9393;5209903;IACIARA;Iaciara;GO
9395;5210000;INHUMAS;Inhumas;GO
9397;5210109;IPAMERI;Ipameri;GO
9399;5210208;IPORÁ;Iporá;GO
9401;5210307;ISRAELÂNDIA;Israelândia;GO
9403;5210406;ITABERAÍ;Itaberaí;GO
9405;1710508;ITACAJÁ;Itacajá;TO
9407;5210604;ITAGUARU;Itaguaru;GO
9409;1710706;ITAGUATINS;Itaguatins;TO
9411;5210802;ITAJÁ;Itajá;GO
9413;5210901;ITAPACI;Itapaci;GO
9415;5211008;ITAPIRAPUÃ;Itapirapuã;GO
9417;1711100;ITAPORÃ DO TOCANTINS;Itaporã do Tocantins;TO
9419;5211206;ITAPURANGA;Itapuranga;GO
9421;5211305;ITARUMÃ;Itarumã;GO
9423;5211404;ITAUÇU;Itauçu;GO
9425;5211503;ITUMBIARA;Itumbiara;GO
9427;5211602;IVOLÂNDIA;Ivolândia;GO
9429;5211701;JANDAIA;Jandaia;GO
9431;5211800;JARAGUÁ;Jaraguá;GO
9433;5211909;JATAÍ;Jataí;GO
9435;5212006;JAUPACI;Jaupaci;GO
9437;5212105;JOVIÂNIA;Joviânia;GO
9439;5212204;JUSSARA;Jussara;GO
9441;1700350;ALIANÇA DO TOCANTINS;Aliança do Tocantins;TO
9443;5212303;LEOPOLDO DE BULHÕES;Leopoldo de Bulhões;GO
9445;5212501;LUZIÂNIA;Luziânia;GO
9447;5212600;MAIRIPOTABA;Mairipotaba;GO
9449;5212709;MAMBAÍ;Mambaí;GO
9451;5212808;MARA ROSA;Mara Rosa;GO
9453;5212907;MARZAGÃO;Marzagão;GO
9455;5216304;PARANAIGUARA;Paranaiguara;GO
9457;5213004;MAURILÂNDIA;Maurilândia;GO
9459;5213103;MINEIROS;Mineiros;GO
9461;1713205;MIRACEMA DO TOCANTINS;Miracema do Tocantins;TO
9463;1713304;MIRANORTE;Miranorte;TO
9465;5213400;MOIPORÁ;Moiporá;GO
9467;5213509;MONTE ALEGRE DE GOIÁS;Monte Alegre de Goiás;GO
9469;1713601;MONTE DO CARMO;Monte do Carmo;TO
9471;5213707;MONTES CLAROS DE GOIÁS;Montes Claros de Goiás;GO
9473;5213806;MORRINHOS;Morrinhos;GO
9475;5213905;MOSSÂMEDES;Mossâmedes;GO
9477;5214002;MOZARLÂNDIA;Mozarlândia;GO
9479;5214101;MUTUNÓPOLIS;Mutunópolis;GO
9481;1714203;NATIVIDADE;Natividade;TO
9483;1714302;NAZARÉ;Nazaré;TO
9485;5214408;NAZÁRIO;Nazário;GO
9487;5214507;NERÓPOLIS;Nerópolis;GO
9489;5214606;NIQUELÂNDIA;Niquelândia;GO
9491;5214705;NOVA AMÉRICA;Nova América;GO
9493;5214804;NOVA AURORA;Nova Aurora;GO
9495;5214903;NOVA ROMA;Nova Roma;GO
9497;5215009;NOVA VENEZA;Nova Veneza;GO
9499;1715101;NOVO ACORDO;Novo Acordo;TO
9501;5215207;NOVO BRASIL;Novo Brasil;GO
9503;5215306;ORIZONA;Orizona;GO
9505;5215405;OURO VERDE DE GOIÁS;Ouro Verde de Goiás;GO
9507;5215504;OUVIDOR;Ouvidor;GO
9509;5215603;PADRE BERNARDO;Padre Bernardo;GO
9511;5215702;PALMEIRAS DE GOIÁS;Palmeiras de Goiás;GO
9513;5215801;PALMELO;Palmelo;GO
9515;5215900;PALMINÓPOLIS;Palminópolis;GO
9517;5216007;PANAMÁ;Panamá;GO
9519;1716109;PARAÍSO DO TOCANTINS;Paraíso do Tocantins;TO
9521;1716208;PARANÃ;Paranã;TO
9523;5216403;PARAÚNA;Paraúna;GO
9525;1716505;PEDRO AFONSO;Pedro Afonso;TO
9527;1716604;PEIXE;Peixe;TO
9529;1716703;COLMÉIA;Colméia;TO
9531;5216809;PETROLINA DE GOIÁS;Petrolina de Goiás;GO
9533;1709005;GOIATINS;Goiatins;TO
9535;5216908;PILAR DE GOIÁS;Pilar de Goiás;GO
9537;1717008;PINDORAMA DO TOCANTINS;Pindorama do Tocantins;TO
9539;5217104;PIRACANJUBA;Piracanjuba;GO
9541;5217203;PIRANHAS;Piranhas;GO
9543;5217302;PIRENÓPOLIS;Pirenópolis;GO
9545;5217401;PIRES DO RIO;Pires do Rio;GO
9547;1717503;PIUM;Pium;TO
9549;5217708;PONTALINA;Pontalina;GO
9551;1717800;PONTE ALTA DO BOM JESUS;Ponte Alta do Bom Jesus;TO
9553;1717909;PONTE ALTA DO TOCANTINS;Ponte Alta do Tocantins;TO
9555;5218003;PORANGATU;Porangatu;GO
9557;5218102;PORTELÂNDIA;Portelândia;GO
9559;1718204;PORTO NACIONAL;Porto Nacional;TO
9561;5218300;POSSE;Posse;GO
9563;5218508;QUIRINÓPOLIS;Quirinópolis;GO
9565;5218607;RIALMA;Rialma;GO
9567;5218706;RIANÁPOLIS;Rianápolis;GO
9569;1712405;LIZARDA;Lizarda;TO
9707;0;EXTERIOR;;EX
1070;5204854;CAMPO LIMPO DE GOIÁS;Campo Limpo de Goiás;GO
1072;5208152;GAMELEIRA DE GOIÁS;Gameleira de Goiás;GO
1074;5210158;IPIRANGA DE GOIÁS;Ipiranga de Goiás;GO
1076;5212253;LAGOA SANTA;Lagoa Santa;GO
1078;5101852;BOM JESUS DO ARAGUAIA;Bom Jesus do Araguaia;MT
1080;5103254;COLNIZA;Colniza;MT
1082;5103361;CONQUISTA D'OESTE;Conquista D'Oeste;MT
1084;5103437;CURVELÂNDIA;Curvelândia;MT
1086;5106174;NOVA NAZARÉ;Nova Nazaré;MT
1088;5106190;NOVA SANTA HELENA;Nova Santa Helena;MT
1090;5106315;NOVO SANTO ANTÔNIO;Novo Santo Antônio;MT
1092;5107578;RONDOLÂNDIA;Rondolândia;MT
1110;2903276;BARROCAS;Barrocas;BA
1112;2919553;LUÍS EDUARDO MAGALHÃES;Luís Eduardo Magalhães;BA
1114;3202256;GOVERNADOR LINDENBERG;Governador Lindenberg;ES
1180;2206720;NAZÁRIA;Nazária;PI
1190;1504752;MOJUÍ DOS CAMPOS;Mojuí dos Campos;PA
1192;4220000;BALNEÁRIO RINCÃO;Balneário Rincão;SC
1194;4212650;PESCARIA BRAVA;Pescaria Brava;SC
1196;5006275;PARAÍSO DAS ÁGUAS;Paraíso das Águas;MS
8679;4309001;GIRUÁ;Giruá;RS
8681;4309100;GRAMADO;Gramado;RS
8683;4309209;GRAVATAÍ;Gravataí;RS
8685;4309308;GUAÍBA;Guaíba;RS
8687;4309407;GUAPORÉ;Guaporé;RS
8689;4309506;GUARANI DAS MISSÕES;Guarani das Missões;RS
8691;4309605;HORIZONTINA;Horizontina;RS
8693;4305355;CHARQUEADAS;Charqueadas;RS
8695;4309704;HUMAITÁ;Humaitá;RS
8697;4309803;IBIAÇÁ;Ibiaçá;RS
8699;4309902;IBIRAIARAS;Ibiraiaras;RS
8701;4310009;IBIRUBÁ;Ibirubá;RS
8703;4310108;IGREJINHA;Igrejinha;RS
8705;4310207;IJUÍ;Ijuí;RS
8707;4310306;ILÓPOLIS;Ilópolis;RS
8709;4310405;INDEPENDÊNCIA;Independência;RS
8711;4310504;IRAÍ;Iraí;RS
8713;4310603;ITAQUI;Itaqui;RS
8715;4310702;ITATIBA DO SUL;Itatiba do Sul;RS
8717;4310801;IVOTI;Ivoti;RS
8719;4310900;JACUTINGA;Jacutinga;RS
8721;4311007;JAGUARÃO;Jaguarão;RS
8723;4311106;JAGUARI;Jaguari;RS
8725;4311205;JÚLIO DE CASTILHOS;Júlio de Castilhos;RS
8727;4311304;LAGOA VERMELHA;Lagoa Vermelha;RS
8729;4311403;LAJEADO;Lajeado;RS
8731;4311502;LAVRAS DO SUL;Lavras do Sul;RS
8733;4311601;LIBERATO SALZANO;Liberato Salzano;RS
8735;4311700;MACHADINHO;Machadinho;RS
8737;4311809;MARAU;Marau;RS
8739;4311908;MARCELINO RAMOS;Marcelino Ramos;RS
8741;4312005;MARIANO MORO;Mariano Moro;RS
8743;4312104;MATA;Mata;RS
8745;4312203;MAXIMILIANO DE ALMEIDA;Maximiliano de Almeida;RS
8747;4312302;MIRAGUAÍ;Miraguaí;RS
8749;4312401;MONTENEGRO;Montenegro;RS
8751;4312500;MOSTARDAS;Mostardas;RS
8753;4312609;MUÇUM;Muçum;RS
8755;4312658;NÃO-ME-TOQUE;Não-Me-Toque;RS
8757;4312708;NONOAI;Nonoai;RS
8759;4312807;NOVA ARAÇÁ;Nova Araçá;RS
8761;4312906;NOVA BASSANO;Nova Bassano;RS
8763;4313003;NOVA BRÉSCIA;Nova Bréscia;RS
8765;4313102;NOVA PALMA;Nova Palma;RS
8767;4313201;NOVA PETRÓPOLIS;Nova Petrópolis;RS
8769;4313300;NOVA PRATA;Nova Prata;RS
8771;4313409;NOVO HAMBURGO;Novo Hamburgo;RS
8773;4313508;OSÓRIO;Osório;RS
8775;4313607;PAIM FILHO;Paim Filho;RS
8777;4313706;PALMEIRA DAS MISSÕES;Palmeira das Missões;RS
8779;4313805;PALMITINHO;Palmitinho;RS
8781;4313904;PANAMBI;Panambi;RS
8783;4314001;PARAÍ;Paraí;RS
8785;4314100;PASSO FUNDO;Passo Fundo;RS
8787;4314209;PEDRO OSÓRIO;Pedro Osório;RS
8789;4314308;PEJUÇARA;Pejuçara;RS
8791;4314407;PELOTAS;Pelotas;RS
8793;4314506;PINHEIRO MACHADO;Pinheiro Machado;RS
8795;4314605;PIRATINI;Piratini;RS
8797;4314704;PLANALTO;Planalto;RS
8799;4314803;PORTÃO;Portão;RS
8801;4314902;PORTO ALEGRE;Porto Alegre;RS
8803;4315008;PORTO LUCENA;Porto Lucena;RS
8805;4315107;PORTO XAVIER;Porto Xavier;RS
8807;4315206;PUTINGA;Putinga;RS
8809;4315305;QUARAÍ;Quaraí;RS
8811;4315404;REDENTORA;Redentora;RS
8813;4315503;RESTINGA SECA;Restinga Sêca;RS
8815;4315602;RIO GRANDE;Rio Grande;RS
8817;4315701;RIO PARDO;Rio Pardo;RS
8819;4315800;ROCA SALES;Roca Sales;RS
8821;4315909;RODEIO BONITO;Rodeio Bonito;RS
8823;4316006;ROLANTE;Rolante;RS
8825;4316105;RONDA ALTA;Ronda Alta;RS
8827;4316204;RONDINHA;Rondinha;RS
8829;4316303;ROQUE GONZALES;Roque Gonzales;RS
8831;4316402;ROSÁRIO DO SUL;Rosário do Sul;RS
8833;4316501;SALVADOR DO SUL;Salvador do Sul;RS
8835;4316600;SANANDUVA;Sananduva;RS
8837;4316709;SANTA BÁRBARA DO SUL;Santa Bárbara do Sul;RS
8839;4316808;SANTA CRUZ DO SUL;Santa Cruz do Sul;RS
8841;4316907;SANTA MARIA;Santa Maria;RS
8843;4317004;SANTANA DA BOA VISTA;Santana da Boa Vista;RS
8845;4317103;SANTANA DO LIVRAMENTO;Sant'Ana do Livramento;RS
8847;4317202;SANTA ROSA;Santa Rosa;RS
8849;4317301;SANTA VITÓRIA DO PALMAR;Santa Vitória do Palmar;RS
8851;4317400;SANTIAGO;Santiago;RS
8853;4317509;SANTO ÂNGELO;Santo Ângelo;RS
8855;4317608;SANTO ANTÔNIO DA PATRULHA;Santo Antônio da Patrulha;RS
8857;4317707;SANTO ANTÔNIO DAS MISSÕES;Santo Antônio das Missões;RS
8859;4317806;SANTO AUGUSTO;Santo Augusto;RS
8861;4317905;SANTO CRISTO;Santo Cristo;RS
8863;4318002;SÃO BORJA;São Borja;RS
8865;4318101;SÃO FRANCISCO DE ASSIS;São Francisco de Assis;RS
8867;4318200;SÃO FRANCISCO DE PAULA;São Francisco de Paula;RS
8869;4318309;SÃO GABRIEL;São Gabriel;RS
8871;4318408;SÃO JERÔNIMO;São Jerônimo;RS
8873;4318507;SÃO JOSÉ DO NORTE;São José do Norte;RS
8875;4318606;SÃO JOSÉ DO OURO;São José do Ouro;RS
8877;4318705;SÃO LEOPOLDO;São Leopoldo;RS
8879;4318804;SÃO LOURENÇO DO SUL;São Lourenço do Sul;RS
8881;4318903;SÃO LUIZ GONZAGA;São Luiz Gonzaga;RS
8883;4319000;SÃO MARCOS;São Marcos;RS
8885;4319109;SÃO MARTINHO;São Martinho;RS
8887;4319208;SÃO NICOLAU;São Nicolau;RS
8889;4319307;SÃO PAULO DAS MISSÕES;São Paulo das Missões;RS
8891;4319406;SÃO PEDRO DO SUL;São Pedro do Sul;RS
8893;4319505;SÃO SEBASTIÃO DO CAÍ;São Sebastião do Caí;RS
8895;4319604;SÃO SEPÉ;São Sepé;RS
8897;4319703;SÃO VALENTIM;São Valentim;RS
8899;4319901;SAPIRANGA;Sapiranga;RS
8901;4320008;SAPUCAIA DO SUL;Sapucaia do Sul;RS
8903;4320107;SARANDI;Sarandi;RS
8905;4320206;SEBERI;Seberi;RS
8907;4320305;SELBACH;Selbach;RS
8909;4320404;SERAFINA CORRÊA;Serafina Corrêa;RS
8911;4320503;SERTÃO;Sertão;RS
8913;4320602;SEVERIANO DE ALMEIDA;Severiano de Almeida;RS
8915;4304630;CAPÃO DA CANOA;Capão da Canoa;RS
8917;4320701;SOBRADINHO;Sobradinho;RS
8919;4320800;SOLEDADE;Soledade;RS
8921;4320909;TAPEJARA;Tapejara;RS
8923;4321006;TAPERA;Tapera;RS
8925;4321105;TAPES;Tapes;RS
8927;4321204;TAQUARA;Taquara;RS
8929;4321303;TAQUARI;Taquari;RS
8931;4321402;TENENTE PORTELA;Tenente Portela;RS
8933;4321501;TORRES;Torres;RS
8935;4321600;TRAMANDAÍ;Tramandaí;RS
8937;4321709;TRÊS COROAS;Três Coroas;RS
8939;4321808;TRÊS DE MAIO;Três de Maio;RS
8941;4321907;TRÊS PASSOS;Três Passos;RS
8943;4322004;TRIUNFO;Triunfo;RS
8945;4322103;TUCUNDUVA;Tucunduva;RS
8947;4322202;TUPANCIRETÃ;Tupanciretã;RS
8949;4322301;TUPARENDI;Tuparendi;RS
8951;4322400;URUGUAIANA;Uruguaiana;RS
8953;4322509;VACARIA;Vacaria;RS
8955;4322608;VENÂNCIO AIRES;Venâncio Aires;RS
8957;4322707;VERA CRUZ;Vera Cruz;RS
8959;4322806;VERANÓPOLIS;Veranópolis;RS
8961;4322905;VIADUTOS;Viadutos;RS
8963;4323002;VIAMÃO;Viamão;RS
8965;4323101;VICENTE DUTRA;Vicente Dutra;RS
8967;4313656;PALMARES DO SUL;Palmares do Sul;RS
8969;4323200;VICTOR GRAEFF;Victor Graeff;RS
